date,pcod,presence,presence_perKm2,trips_in,trips_out,abnormality,presence_diffwithref,presence_pctchangewithref
2020-02-04,HT0721-01,13310,300,530,530,0.13,230,1.75
2020-02-04,HT0722-01,9500,380,450,440,0,0,-0.01
2020-02-04,HT0722-02,7490,350,70,70,0.89,860,13.03
2020-02-04,HT0722-03,9470,410,290,270,1.16,1400,17.36
2020-02-04,HT0723-02,14010,420,610,640,-0.36,-790,-5.33
2020-02-04,HT0723-03,9120,1020,450,450,-0.76,-1120,-10.95
2020-02-04,HT0731-01,8480,100,320,300,0.04,50,0.55
2020-02-04,HT0731-02,14330,360,650,660,-1.04,-2470,-14.72
2020-02-04,HT0731-03,14900,370,420,420,0.23,460,3.15
2020-02-04,HT0731-05,7200,280,160,180,-0.33,-340,-4.48
2020-02-04,HT0731-06,16770,250,640,640,-0.07,-150,-0.87
2020-02-04,HT0731-07,13420,110,660,660,1.32,1910,16.6
2020-02-04,HT0731-08,7440,260,110,110,0.21,210,2.95
2020-02-04,HT0731-09,7370,150,380,390,-0.6,-640,-7.94
2020-02-04,HT0731-10,10610,250,360,350,0.88,1130,11.9
2020-02-04,HT0732-02,16520,570,740,700,-0.11,-270,-1.61
2020-02-04,HT0732-03,11000,420,440,440,-0.37,-590,-5.07
2020-02-04,HT0732-04,7980,330,130,100,0.16,170,2.18
2020-02-04,HT0732-06,7100,300,130,130,0.43,390,5.88
2020-02-04,HT0733-01,12510,220,450,440,-1.3,-2990,-19.3
2020-02-04,HT0733-02,15210,270,400,410,1.12,1900,14.29
2020-02-04,HT0742-01,13010,590,310,310,0.91,1570,13.68
2020-02-04,HT0743-01,11180,410,520,520,-0.79,-1260,-10.11
2020-02-04,HT0751-01,8450,160,120,120,-0.4,-470,-5.29
2020-02-04,HT0751-03,8700,450,60,80,-0.08,-100,-1.15
2020-02-04,HT0752-03,22880,440,470,460,1.3,3530,18.24
2020-02-04,HT0811-01,6850,220,130,120,-0.5,-320,-4.41
2020-02-04,HT0811-02,15140,280,250,250,1.36,1520,11.16
2020-02-04,HT0811-03,21150,160,430,420,-0.44,-770,-3.53
2020-02-04,HT0811-05,13370,330,290,290,0.73,690,5.42
2020-02-04,HT0811-06,15950,360,270,270,1.48,1750,12.31
2020-02-04,HT0811-07,8340,290,190,200,0.82,570,7.4
2020-02-04,HT0811-08,24570,950,560,570,0.27,550,2.29
2020-02-04,HT0811-09,26000,780,460,450,1.13,2160,9.04
2020-02-04,HT0812-04,10880,390,170,170,1.25,1030,10.41
2020-02-04,HT0813-01,10380,300,60,60,2.13,1490,16.79
2020-02-04,HT0814-01,13930,630,310,300,-0.18,-210,-1.47
2020-02-04,HT0814-03,10170,210,170,170,-0.35,-300,-2.84
2020-02-04,HT0815-01,13020,460,180,180,0.27,280,2.23
2020-02-04,HT0815-02,12630,280,240,230,-0.17,-200,-1.54
2020-02-04,HT0821-01,16510,1250,190,180,1.41,1790,12.19
2020-02-04,HT0822-03,14310,840,90,110,0.67,810,6.01
2020-02-04,HT0823-01,11130,170,110,110,-1.27,-1250,-10.08
2020-02-04,HT0831-01,10920,220,150,140,0.73,560,5.39
2020-02-04,HT0832-02,11570,120,270,280,-0.51,-520,-4.29
2020-02-04,HT0832-03,8350,270,140,140,0.69,450,5.66
2020-02-04,HT0832-04,7740,200,150,160,-0.06,-40,-0.53
2020-02-04,HT0833-01,16890,180,280,270,-1.23,-1780,-9.52
2020-02-04,HT0834-02,19870,530,390,390,-0.36,-610,-2.97
2020-02-04,HT0834-04,9400,110,130,140,-1.26,-1110,-10.54
2020-02-04,HT0911-01,59160,3630,2690,2620,-0.53,-1790,-2.94
2020-02-04,HT0911-02,9530,470,360,360,-1.05,-600,-5.96
2020-02-04,HT0911-03,107830,5040,5010,5060,0.75,4030,3.88
2020-02-04,HT0911-04,28250,270,790,790,-0.53,-790,-2.72
2020-02-04,HT0911-05,15790,130,330,330,-0.36,-270,-1.69
2020-02-04,HT0911-06,11250,160,330,340,-0.01,-10,-0.06
2020-02-04,HT0912-01,20870,320,700,690,0.52,530,2.62
2020-02-04,HT0912-02,22180,190,710,720,0.08,90,0.41
2020-02-04,HT0913-01,11760,210,440,440,-0.37,-230,-1.93
2020-02-04,HT0913-02,13160,140,400,400,-0.02,-10,-0.11
2020-02-04,HT0913-03,51810,810,1990,2030,-0.11,-310,-0.59
2020-02-04,HT0914-01,19950,760,660,660,1.35,1360,7.31
2020-02-04,HT0914-02,13140,480,490,470,-1.25,-960,-6.8
2020-02-04,HT0921-01,11640,860,370,350,-0.39,-230,-1.9
2020-02-04,HT0921-02,45350,3460,1790,1770,1.09,2500,5.83
2020-02-04,HT0921-03,28050,1120,1070,1070,0.79,1070,3.97
2020-02-04,HT0921-04,18350,870,620,630,0.02,20,0.08
2020-02-04,HT0921-05,16410,800,480,480,0.68,600,3.78
2020-02-04,HT0921-06,7390,360,190,190,-0.63,-250,-3.29
2020-02-04,HT0922-02,6150,250,170,150,-0.79,-280,-4.29
2020-02-04,HT0922-03,14040,730,380,390,0.01,10,0.08
2020-02-04,HT0931-01,17090,100,280,270,0.21,170,0.98
2020-02-04,HT0931-02,19530,640,260,250,1.02,1000,5.38
2020-02-04,HT0932-03,16880,470,400,400,-0.46,-430,-2.46
2020-02-04,HT0933-01,14230,160,250,240,-0.76,-610,-4.1
2020-02-04,HT0933-02,14590,210,230,220,-0.65,-500,-3.28
2020-02-04,HT0933-03,8600,300,130,110,-1.45,-660,-7.15
2020-02-04,HT0934-01,33170,240,780,770,1.29,2130,6.86
2020-02-04,HT0934-02,29000,280,600,590,1.59,2230,8.32
2020-02-04,HT0934-03,30630,300,840,820,-0.82,-1410,-4.41
2020-02-04,HT0934-04,14490,460,270,270,1.33,870,6.39
2020-02-04,HT0934-05,25920,850,500,510,0.52,620,2.44
2020-02-04,HT0934-06,19880,620,430,440,0.73,710,3.72
2020-02-04,HT0934-07,17410,370,290,290,-1.15,-1040,-5.63
2020-02-04,HT1011-01,55390,1090,5060,5060,-1.18,-10050,-15.36
2020-02-04,HT1011-02,7520,150,180,170,0.74,600,8.64
2020-02-04,HT1011-03,12500,270,620,620,1.08,1520,13.8
2020-02-04,HT1011-04,9810,440,430,450,-1.27,-1640,-14.29
2020-02-04,HT1012-01,9110,520,120,120,-0.15,-160,-1.74
2020-02-04,HT1012-02,5200,260,60,60,-1.25,-850,-14.08
2020-02-04,HT1012-03,9770,340,290,280,0.42,440,4.7
2020-02-04,HT1013-01,7310,350,320,300,0.58,480,7.09
2020-02-04,HT1013-02,14250,550,500,500,1.6,2340,19.61
2020-02-04,HT1021-01,7110,250,240,230,-1.01,-960,-11.88
2020-02-04,HT1021-02,15940,380,800,850,-1.14,-2680,-14.42
2020-02-04,HT1021-03,11390,310,180,210,0.95,1140,11.08
2020-02-04,HT1022-01,8980,160,90,90,0.85,830,10.24
2020-02-04,HT1022-02,14770,260,390,410,0.87,1330,9.87
2020-02-04,HT1022-03,8130,200,90,90,-0.14,-130,-1.63
2020-02-04,HT1023-01,9970,400,100,100,1.29,1240,14.16
2020-02-04,HT1023-02,11080,200,110,110,0.89,1140,11.47
2020-02-04,HT1023-03,21130,380,700,710,1.32,2880,15.8
2020-02-04,HT1024-03,5870,280,80,80,-0.87,-740,-11.22
2020-02-04,HT1025-01,17550,740,550,580,-1.05,-2240,-11.31
2020-02-04,HT1025-02,9270,250,370,340,-0.31,-350,-3.59
2020-02-04,HT1025-03,6680,220,230,230,-1,-850,-11.27
2020-02-04,HT1031-02,7780,210,180,200,-1.01,-1090,-12.27
2020-02-04,HT1031-03,8630,260,300,300,-1.2,-1350,-13.52
2020-02-04,HT1031-05,9540,170,100,100,-0.08,-90,-0.95
2020-02-05,HT0111-01,576950,31410,156300,156200,0.28,31410,5.76
2020-02-05,HT0111-02,85100,12290,21740,21380,0.8,11700,15.94
2020-02-05,HT0111-03,304720,34010,73410,74960,0.59,31330,11.46
2020-02-05,HT0112-01,322220,12360,103440,104320,-0.63,-53000,-14.13
2020-02-05,HT0113-02,5820,460,1040,1030,0.76,730,14.31
2020-02-05,HT0113-03,3240,310,480,480,0.25,160,5.26
2020-02-05,HT0113-04,4020,230,780,780,-0.05,-40,-1.02
2020-02-05,HT0113-05,5260,410,370,350,-0.1,-50,-0.97
2020-02-05,HT0113-06,3750,260,210,210,0.68,230,6.56
2020-02-05,HT0113-07,6290,650,1000,970,0.57,610,10.73
2020-02-05,HT0113-08,4910,290,370,370,0.6,240,5.25
2020-02-05,HT0113-09,76110,13050,20480,20510,-0.12,-1980,-2.54
2020-02-05,HT0113-10,247190,20170,63490,62690,0.11,5540,2.29
2020-02-05,HT0113-11,161040,7880,42230,42330,-0.33,-11930,-6.9
2020-02-05,HT0113-12,4590,210,280,310,0.6,270,6.36
2020-02-05,HT0113-13,2600,460,270,270,0.71,310,13.78
2020-02-05,HT0114-01,28580,2320,8850,9010,-0.92,-6570,-18.7
2020-02-05,HT0114-03,155300,4720,40820,40210,0.62,16000,11.48
2020-02-05,HT0114-04,17090,510,3210,3230,0.9,2590,17.89
2020-02-05,HT0114-05,240280,7440,62350,61500,-0.07,-3360,-1.38
2020-02-05,HT0115-01,36130,840,4460,4440,-1.06,-4220,-10.46
2020-02-05,HT0115-02,5650,150,460,470,1.62,700,14.2
2020-02-05,HT0115-03,19230,430,2110,2090,-0.25,-470,-2.41
2020-02-05,HT0115-04,2860,80,170,170,-0.95,-320,-9.96
2020-02-05,HT0115-05,6590,160,450,460,1.26,650,11.04
2020-02-05,HT0116-01,5480,370,250,250,0.05,30,0.52
2020-02-05,HT0116-02,32890,950,2770,2770,0.48,1480,4.71
2020-02-05,HT0116-03,13920,350,1090,1100,-0.12,-150,-1.08
2020-02-05,HT0117-01,236930,14540,68020,68420,0.16,7300,3.18
2020-02-05,HT0117-02,52540,10320,11620,11820,1.26,10510,25
2020-02-05,HT0118-03,99160,6300,31500,30880,-0.71,-15060,-13.19
2020-02-05,HT0118-04,51670,4060,16850,17120,-1.13,-14710,-22.16
2020-02-05,HT0121-01,173000,4270,15710,15890,1.16,15430,9.79
2020-02-05,HT0121-02,62870,1540,5220,5280,1.04,5740,10.04
2020-02-05,HT0121-03,14740,410,1130,1110,-0.45,-630,-4.12
2020-02-05,HT0121-04,18590,680,1240,1260,1.08,1730,10.28
2020-02-05,HT0121-05,8860,230,250,210,0.58,460,5.44
2020-02-05,HT0122-01,31110,710,1550,1590,0.9,2380,8.3
2020-02-05,HT0122-11,211920,5490,20900,20920,-1.22,-26830,-11.24
2020-02-05,HT0122-12,22610,620,1220,1190,1,1800,8.65
2020-02-05,HT0123-01,73120,1650,6110,6190,-0.42,-3040,-3.99
2020-02-05,HT0123-02,8950,140,560,560,-0.73,-690,-7.12
2020-02-05,HT0123-04,7310,240,310,310,0.59,360,5.2
2020-02-05,HT0123-05,5210,200,190,180,-0.81,-410,-7.33
2020-02-05,HT0123-06,4690,220,70,80,0.12,50,1.12
2020-02-05,HT0123-07,53340,1170,3980,3920,0.48,2180,4.25
2020-02-05,HT0131-01,24640,590,5130,5080,0.74,3060,14.2
2020-02-05,HT0131-02,118300,2510,40940,40990,-1.51,-47920,-28.83
2020-02-05,HT0131-03,71240,2730,17480,17380,-0.16,-2180,-2.96
2020-02-05,HT0131-04,10630,490,550,550,0.7,700,7.06
2020-02-05,HT0131-05,18440,430,1760,1730,-0.81,-1610,-8.03
2020-02-05,HT0131-07,3760,30,60,60,0.31,100,2.78
2020-02-05,HT0131-08,6280,60,280,280,-0.09,-50,-0.81
2020-02-05,HT0131-09,10570,190,730,760,0.23,220,2.09
2020-02-05,HT0131-10,7020,70,570,590,-0.6,-410,-5.49
2020-02-05,HT0132-01,34320,250,2320,2240,1.41,4100,13.59
2020-02-05,HT0132-04,35770,500,3510,3480,-0.54,-1980,-5.24
2020-02-05,HT0133-01,8090,290,320,330,0.68,490,6.44
2020-02-05,HT0133-02,7180,60,170,170,0.83,530,7.9
2020-02-05,HT0133-03,37840,210,2130,2120,0.8,2700,7.69
2020-02-05,HT0133-04,6320,70,120,150,0.47,280,4.63
2020-02-05,HT0133-05,21370,270,1270,1220,0.05,100,0.47
2020-02-05,HT0134-01,12240,210,740,770,-0.01,-10,-0.08
2020-02-05,HT0134-02,13400,340,590,620,-0.02,-30,-0.23
2020-02-05,HT0134-03,10430,200,500,520,-1.2,-1260,-10.78
2020-02-05,HT0134-04,10620,330,560,560,-0.33,-360,-3.28
2020-02-05,HT0134-05,7440,170,290,280,-0.15,-120,-1.52
2020-02-05,HT0135-01,50430,180,2830,2870,0.31,1400,2.87
2020-02-05,HT0141-02,7260,80,570,580,-0.19,-140,-1.84
2020-02-05,HT0141-03,141980,3050,13540,13410,1.28,15210,12
2020-02-05,HT0141-04,7050,90,330,330,0.7,420,6.31
2020-02-05,HT0141-05,8320,90,520,520,0.99,730,9.64
2020-02-05,HT0141-06,6530,70,330,350,0.25,150,2.37
2020-02-05,HT0142-01,122700,3040,12710,12830,1.27,13480,12.34
2020-02-05,HT0142-02,2910,190,120,90,0,0,-0.01
2020-02-05,HT0142-03,4260,120,270,270,0.31,110,2.74
2020-02-05,HT0142-04,4330,40,290,290,-0.48,-210,-4.58
2020-02-05,HT0151-02,263460,3920,14610,14340,-0.34,-8360,-3.08
2020-02-05,HT0152-03,10430,150,230,220,0.88,840,8.74
2020-02-05,HT0211-01,82120,1110,8340,8330,0.8,7240,9.67
2020-02-05,HT0211-02,2790,210,180,150,-0.48,-160,-5.41
2020-02-05,HT0211-03,16950,370,1420,1360,1.46,2290,15.59
2020-02-05,HT0211-04,5940,150,510,540,-0.12,-80,-1.33
2020-02-05,HT0211-05,2400,150,150,150,-1.39,-400,-14.19
2020-02-05,HT0211-06,52800,1060,4890,4690,0.71,4120,8.47
2020-02-05,HT0211-07,7790,170,720,740,-0.24,-200,-2.53
2020-02-05,HT0211-08,11930,510,970,990,-0.13,-190,-1.53
2020-02-05,HT0211-09,8300,260,610,630,1.54,1140,15.96
2020-02-05,HT0211-10,10100,280,900,860,-0.46,-550,-5.16
2020-02-05,HT0211-11,26130,390,2110,2090,0.33,870,3.44
2020-02-05,HT0212-01,20130,780,1970,1990,0.74,1400,7.46
2020-02-05,HT0212-02,5880,210,730,730,-0.96,-640,-9.79
2020-02-05,HT0212-03,17690,330,1930,1960,0.16,300,1.73
2020-02-05,HT0212-04,17970,370,1760,1770,0.45,830,4.85
2020-02-05,HT0212-05,12240,350,1410,1400,-1.45,-2140,-14.88
2020-02-05,HT0213-01,11790,750,1010,990,-0.1,-140,-1.2
2020-02-05,HT0213-02,15000,560,1580,1550,-0.37,-620,-3.99
2020-02-05,HT0213-03,6210,390,420,400,-0.08,-50,-0.75
2020-02-05,HT0213-04,6420,300,550,550,0.93,570,9.7
2020-02-05,HT0214-01,7380,200,570,560,-0.86,-720,-8.95
2020-02-05,HT0214-02,5310,230,160,180,0.25,140,2.77
2020-02-05,HT0214-03,11200,460,930,900,-1.22,-1850,-14.2
2020-02-05,HT0221-01,8080,190,430,430,-0.8,-750,-8.45
2020-02-05,HT0221-02,8240,230,550,570,0.47,410,5.25
2020-02-05,HT0221-04,4570,230,80,70,1.01,450,10.92
2020-02-05,HT0221-05,13900,310,860,850,0.34,500,3.74
2020-02-05,HT0221-07,4460,250,90,90,1.03,410,10.22
2020-02-05,HT0221-08,6130,210,420,440,-1.24,-940,-13.29
2020-02-05,HT0221-09,17730,230,970,930,1.39,2270,14.7
2020-02-05,HT0222-01,15680,230,980,1010,-0.99,-1830,-10.46
2020-02-05,HT0222-02,7580,300,330,330,-0.56,-480,-5.96
2020-02-05,HT0222-04,3830,320,80,80,-0.54,-220,-5.49
2020-02-05,HT0222-06,15860,300,620,620,0.86,1380,9.53
2020-02-05,HT0231-01,10350,150,890,860,-0.19,-220,-2.1
2020-02-05,HT0231-02,12650,210,950,940,1.27,1410,12.56
2020-02-05,HT0231-03,6230,220,260,260,1.13,710,12.89
2020-02-05,HT0231-04,10000,190,750,740,0.17,200,2.06
2020-02-05,HT0231-05,14470,260,1140,1170,-1.39,-2390,-14.19
2020-02-05,HT0231-06,9860,180,460,460,0.66,620,6.74
2020-02-05,HT0231-07,14820,220,700,690,1.21,1640,12.45
2020-02-05,HT0232-01,16880,210,1000,990,-0.19,-330,-1.94
2020-02-05,HT0233-01,27750,530,1370,1380,0.74,2120,8.29
2020-02-05,HT0233-02,9570,140,450,440,0.11,110,1.17
2020-02-05,HT0234-01,16600,130,740,730,0.73,1280,8.36
2020-02-05,HT0311-01,15790,750,1920,1920,-1.29,-3180,-16.76
2020-02-05,HT0311-02,158370,8300,21610,21760,0.7,13550,9.35
2020-02-05,HT0311-03,95170,6720,13340,13470,0.03,460,0.49
2020-02-05,HT0312-01,13010,470,1070,1110,-0.81,-1860,-12.52
2020-02-05,HT0312-02,12650,390,1090,1080,-0.72,-1420,-10.08
2020-02-05,HT0313-01,17120,300,1370,1410,0.49,1100,6.84
2020-02-05,HT0313-02,9280,230,610,580,-0.81,-1130,-10.82
2020-02-05,HT0313-03,23890,700,2710,2690,-1.29,-5370,-18.35
2020-02-05,HT0321-01,8700,340,650,630,-0.15,-210,-2.34
2020-02-05,HT0321-02,19160,530,2250,2160,-1.4,-4310,-18.37
2020-02-05,HT0321-03,9930,290,990,990,-0.4,-560,-5.32
2020-02-05,HT0322-01,14050,330,1190,1170,0.46,890,6.74
2020-02-05,HT0322-02,18470,620,1740,1760,0.19,510,2.83
2020-02-05,HT0322-03,8260,370,640,640,-0.97,-1390,-14.42
2020-02-05,HT0323-01,7720,280,770,800,-0.98,-1240,-13.86
2020-02-05,HT0323-02,11710,860,1480,1490,-1.48,-3110,-20.97
2020-02-05,HT0323-03,8370,290,840,800,-0.35,-400,-4.53
2020-02-05,HT0331-01,3390,170,160,160,-1.16,-570,-14.38
2020-02-05,HT0331-05,6000,200,380,370,-0.37,-330,-5.19
2020-02-05,HT0331-06,20470,1280,2500,2460,-1.27,-3990,-16.33
2020-02-05,HT0332-01,6470,230,240,250,0.23,210,3.31
2020-02-05,HT0332-02,11560,300,1290,1260,-0.98,-1870,-13.95
2020-02-05,HT0332-03,2660,200,70,70,-1.07,-450,-14.33
2020-02-05,HT0341-01,4770,150,170,170,0.09,60,1.21
2020-02-05,HT0341-02,3190,80,70,80,-0.4,-190,-5.62
2020-02-05,HT0341-03,6900,230,520,530,-0.23,-220,-3.13
2020-02-05,HT0341-04,34770,410,4750,4920,-0.78,-4580,-11.64
2020-02-05,HT0342-01,6280,290,290,290,1.4,1040,19.78
2020-02-05,HT0342-02,3780,200,120,120,0.38,180,5.12
2020-02-05,HT0342-03,6040,170,410,410,-0.35,-320,-5.09
2020-02-05,HT0342-04,17850,710,1730,1760,0.13,320,1.82
2020-02-05,HT0343-01,13040,500,1240,1220,0.04,80,0.6
2020-02-05,HT0343-02,8230,260,830,840,-0.35,-440,-5.09
2020-02-05,HT0343-03,5280,230,210,200,-0.51,-400,-7.1
2020-02-05,HT0344-01,26210,430,3210,3200,-0.98,-4530,-14.74
2020-02-05,HT0344-02,13860,170,1200,1190,0.34,570,4.26
2020-02-05,HT0345-01,9260,300,850,840,-0.58,-800,-7.91
2020-02-05,HT0351-01,11040,330,940,940,-0.18,-310,-2.77
2020-02-05,HT0351-03,13860,460,1070,1060,0.1,190,1.4
2020-02-05,HT0351-07,18000,450,1450,1450,0.39,870,5.09
2020-02-05,HT0352-02,23420,2750,2140,2200,0.71,2090,9.79
2020-02-05,HT0352-03,6240,240,680,670,-1.03,-1070,-14.61
2020-02-05,HT0352-05,8020,280,960,950,-0.84,-1050,-11.57
2020-02-05,HT0352-06,8600,330,510,510,0.39,470,5.73
2020-02-05,HT0361-03,8000,370,970,980,-0.95,-1230,-13.33
2020-02-05,HT0361-04,19380,1340,2190,2230,-0.59,-1850,-8.72
2020-02-05,HT0361-05,71450,6570,10580,10550,-0.49,-5260,-6.86
2020-02-05,HT0362-02,22270,570,1650,1700,1.08,3240,17.01
2020-02-05,HT0371-01,6750,520,570,570,-0.49,-480,-6.69
2020-02-05,HT0371-05,5690,360,380,380,-0.67,-600,-9.57
2020-02-05,HT0371-07,31830,2390,3490,3420,0.68,2950,10.22
2020-02-05,HT0371-08,10540,440,1160,1230,0.03,40,0.39
2020-02-05,HT0372-01,17500,780,2050,2030,-1.05,-2810,-13.84
2020-02-05,HT0372-02,4540,270,120,130,0.67,390,9.47
2020-02-05,HT0372-03,7410,470,750,740,0.58,550,8
2020-02-05,HT0372-04,3220,370,70,70,0.19,80,2.65
2020-02-05,HT0372-08,10420,440,970,1030,1.2,1590,18.04
2020-02-05,HT0411-01,22610,270,700,670,-0.27,-450,-1.93
2020-02-05,HT0412-01,12810,190,280,290,-1.56,-1400,-9.85
2020-02-05,HT0413-02,9210,380,320,330,0.18,120,1.3
2020-02-05,HT0421-01,81340,1380,3900,3890,-0.27,-1630,-1.96
2020-02-05,HT0421-03,10130,220,130,110,1.49,960,10.44
2020-02-05,HT0422-01,11350,340,290,270,0.49,380,3.43
2020-02-05,HT0423-01,15650,260,370,390,-0.79,-840,-5.1
2020-02-05,HT0431-02,6710,140,320,320,-0.96,-490,-6.8
2020-02-05,HT0431-03,38980,560,1820,1790,0.23,610,1.58
2020-02-05,HT0432-06,8910,240,380,390,-0.65,-420,-4.52
2020-02-05,HT0433-01,19460,160,620,630,1.39,1720,9.7
2020-02-05,HT0433-02,13330,260,460,450,0.97,920,7.44
2020-02-05,HT0441-01,9990,120,390,370,-0.78,-590,-5.59
2020-02-05,HT0442-02,9500,290,170,180,-1.07,-790,-7.7
2020-02-05,HT0443-01,15450,220,530,510,1.61,1480,10.57
2020-02-05,HT0443-02,19770,150,620,620,0.4,510,2.63
2020-02-05,HT0511-01,256040,2760,20940,21200,0.73,14270,5.9
2020-02-05,HT0511-02,100890,540,9110,9170,-1.26,-10800,-9.67
2020-02-05,HT0511-03,24360,140,1360,1320,1.29,2170,9.76
2020-02-05,HT0511-04,15070,290,1020,1010,0.03,30,0.21
2020-02-05,HT0511-05,7720,120,460,470,-1.31,-930,-10.75
2020-02-05,HT0512-01,18890,310,1150,1120,1.16,1680,9.74
2020-02-05,HT0512-02,15160,320,1110,1100,-1.13,-1640,-9.79
2020-02-05,HT0512-03,4840,80,100,100,-0.63,-270,-5.27
2020-02-05,HT0512-04,12220,270,760,750,0.08,70,0.58
2020-02-05,HT0513-01,32950,600,1840,1850,1.31,3080,10.29
2020-02-05,HT0513-02,18590,160,1250,1270,0.74,1010,5.72
2020-02-05,HT0521-01,7460,230,470,470,-0.56,-370,-4.68
2020-02-05,HT0521-02,14270,360,740,720,0.09,120,0.84
2020-02-05,HT0521-03,60500,1650,4320,4250,0.66,3070,5.34
2020-02-05,HT0521-04,16120,410,1130,1110,-1.27,-1910,-10.6
2020-02-05,HT0521-05,6450,200,120,130,0.9,440,7.24
2020-02-05,HT0521-06,24220,220,1350,1340,0.08,160,0.68
2020-02-05,HT0521-07,14080,230,760,750,-0.69,-880,-5.88
2020-02-05,HT0521-08,19300,400,1160,1150,0.58,810,4.4
2020-02-05,HT0522-01,11310,130,660,640,-0.59,-550,-4.64
2020-02-05,HT0522-02,9540,190,340,340,1.14,710,8.08
2020-02-05,HT0522-03,10880,260,400,400,1.1,840,8.34
2020-02-05,HT0523-01,11950,40,420,410,0.51,420,3.67
2020-02-05,HT0523-02,86620,550,5210,5330,0.77,4650,5.67
2020-02-05,HT0531-01,22780,450,1370,1360,-0.06,-110,-0.5
2020-02-05,HT0531-02,64140,450,4420,4420,0.03,180,0.29
2020-02-05,HT0531-03,11640,250,720,720,0.4,360,3.2
2020-02-05,HT0531-04,17770,180,1050,1050,1.07,1420,8.67
2020-02-05,HT0531-05,63940,340,4670,4620,0.41,1900,3.06
2020-02-05,HT0531-06,114820,3600,9360,9380,0.32,3000,2.68
2020-02-05,HT0532-01,41500,1240,3180,3120,-0.29,-980,-2.31
2020-02-05,HT0532-02,27500,440,1830,1830,0.36,770,2.88
2020-02-05,HT0532-03,13270,430,870,850,-0.31,-350,-2.57
2020-02-05,HT0532-04,31160,290,2290,2200,0.07,170,0.56
2020-02-05,HT0532-05,26010,350,1870,1900,-0.16,-300,-1.14
2020-02-05,HT0532-06,11130,280,700,660,-1.4,-1360,-10.92
2020-02-05,HT0533-01,20260,250,1500,1460,-0.17,-290,-1.41
2020-02-05,HT0533-02,12590,200,770,770,0.7,710,5.95
2020-02-05,HT0541-01,27940,740,2010,2030,-0.06,-130,-0.46
2020-02-05,HT0541-02,29850,480,2150,2170,-0.51,-1210,-3.89
2020-02-05,HT0541-03,71680,630,6120,6030,-0.23,-1330,-1.83
2020-02-05,HT0541-04,20570,210,1440,1450,-0.66,-1290,-5.88
2020-02-05,HT0541-05,12260,270,690,690,0.29,290,2.39
2020-02-05,HT0542-01,41230,860,3150,3210,0.23,740,1.82
2020-02-05,HT0542-02,12000,360,870,910,-1.27,-1520,-11.21
2020-02-05,HT0542-03,74100,1150,5910,5860,0.98,5550,8.09
2020-02-05,HT0542-04,26540,180,1760,1740,0.9,2010,8.2
2020-02-05,HT0542-05,17190,140,1030,1030,1.15,1380,8.75
2020-02-05,HT0542-06,16360,170,1160,1140,-0.02,-30,-0.15
2020-02-05,HT0543-01,24590,480,1480,1510,0.38,750,3.14
2020-02-05,HT0544-01,35290,350,2840,2810,-1.38,-4430,-11.15
2020-02-05,HT0551-01,30260,390,2150,2080,-0.21,-490,-1.58
2020-02-05,HT0551-03,28080,730,1730,1710,0.52,1170,4.34
2020-02-05,HT0551-04,16860,250,1030,1020,-0.15,-200,-1.15
2020-02-05,HT0551-05,10150,220,470,450,0.31,240,2.42
2020-02-05,HT0551-06,16380,160,910,920,1.2,1440,9.64
2020-02-05,HT0551-07,18040,180,1170,1200,-0.8,-1340,-6.9
2020-02-05,HT0551-08,25960,210,1530,1580,0.03,60,0.22
2020-02-05,HT0552-01,18270,410,960,940,0.28,380,2.1
2020-02-05,HT0552-03,8450,260,590,590,-1,-680,-7.42
2020-02-05,HT0611-01,59580,330,3910,3930,-0.48,-2030,-3.29
2020-02-05,HT0611-02,16310,150,630,630,-0.32,-340,-2.03
2020-02-05,HT0611-03,22300,180,790,850,-0.63,-920,-3.95
2020-02-05,HT0611-04,21760,130,940,930,-0.73,-1130,-4.94
2020-02-05,HT0612-01,36600,340,2030,1990,0.5,1190,3.37
2020-02-05,HT0612-02,9870,150,390,400,1.1,650,7.03
2020-02-05,HT0612-03,14150,120,590,590,0.07,60,0.45
2020-02-05,HT0613-01,24480,210,1110,1070,-0.5,-770,-3.04
2020-02-05,HT0613-02,15620,210,510,490,1.39,1250,8.68
2020-02-05,HT0613-03,6150,100,190,190,-0.84,-370,-5.65
2020-02-05,HT0613-04,14900,140,620,620,-1.37,-1390,-8.56
2020-02-05,HT0614-01,24860,160,870,880,1.16,1880,8.18
2020-02-05,HT0621-01,42620,600,2200,2170,0.61,1690,4.14
2020-02-05,HT0621-02,7270,70,130,140,0.7,320,4.59
2020-02-05,HT0621-03,11440,140,560,550,-0.3,-240,-2.05
2020-02-05,HT0621-04,74660,1000,5070,5130,-0.74,-3650,-4.66
2020-02-05,HT0622-01,13670,300,720,740,-0.59,-500,-3.54
2020-02-05,HT0622-02,9520,160,500,480,-1.26,-850,-8.23
2020-02-05,HT0622-03,9370,260,530,520,1.17,720,8.3
2020-02-05,HT0623-01,8890,100,430,430,-0.93,-630,-6.65
2020-02-05,HT0623-02,22260,190,1130,1110,0.15,220,0.98
2020-02-05,HT0623-03,23680,170,1090,1070,0.32,520,2.23
2020-02-05,HT0631-01,15410,220,560,560,1.22,1070,7.49
2020-02-05,HT0631-02,29780,380,1350,1330,-0.46,-890,-2.92
2020-02-05,HT0632-01,52490,400,1960,1950,1,3170,6.42
